Date,AAPL,ABBV,ABT,ACN,ADBE,AMZN,AVGO,BMY,BRK-B,CMCSA,COST,CRM,CSCO,CVX,DHR,DIS,GOOGL,HD,HON,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,NEE,NFLX,NKE,NVDA,PEP,PFE,PG,PM,QCOM,RTX,TMO,TSLA,TXN,UNH,UNP,UPS,V,VZ,WFC,WMT,XOM
2015-01-02,24.261056900024414,42.39487838745117,36.580604553222656,74.25261688232422,72.33999633789062,15.425999641418457,7.574804782867432,42.368370056152344,149.1699981689453,22.492345809936523,114.29751586914062,58.62333679199219,19.93526268005371,70.99366760253906,35.055850982666016,85.94351959228516,26.29613494873047,80.41868591308594,76.50617218017578,27.89646339416504,77.44414520263672,46.94807434082031,29.992595672607422,57.561153411865234,80.21144104003906,71.09455871582031,77.96934509277344,39.10074996948242,39.93305587768555,20.168500900268555,49.84857177734375,41.64570617675781,0.4830383062362671,68.54855346679688,19.01799774169922,66.9834976196289,47.80628967285156,54.61258316040039,55.99013137817383,124.0141372680664,14.620667457580566,39.911041259765625,85.04850006103516,93.20463562011719,75.699951171875,61.462493896484375,27.02998161315918,40.37085723876953,23.266565322875977,58.42348861694336
2015-01-05,23.577573776245117,41.59703826904297,36.58876037597656,72.9989242553711,71.9800033569336,15.10949993133545,7.453713893890381,41.70627212524414,147.0,22.03364372253418,112.9980239868164,57.56447219848633,19.538145065307617,68.15594482421875,34.70824432373047,84.68760681152344,25.795089721679688,78.73148345947266,75.04827880859375,27.581890106201172,76.90327453613281,45.490577697753906,29.992595672607422,56.994239807128906,77.95526123046875,70.30936431884766,76.7170639038086,39.681888580322266,39.56583023071289,19.95488929748535,47.31142807006836,40.975196838378906,0.474879652261734,68.03319549560547,18.914804458618164,66.6650390625,47.44636535644531,54.35526657104492,55.05564498901367,122.3105239868164,14.005999565124512,39.2916374206543,83.64763641357422,90.05355834960938,74.18428802490234,60.10576248168945,26.80550193786621,39.26380157470703,23.198850631713867,56.824913024902344
2015-01-06,23.57979965209961,41.39112854003906,36.17326354980469,72.47235107421875,70.52999877929688,14.76449966430664,7.284195423126221,41.63505935668945,146.83999633789062,21.74620819091797,114.4912109375,56.60456466674805,19.530929565429688,68.12440490722656,34.471038818359375,84.23838806152344,25.15848159790039,78.49044799804688,74.87272644042969,27.06785011291504,76.52538299560547,44.31105041503906,30.220359802246094,57.281795501708984,77.78672790527344,70.43893432617188,75.68343353271484,41.24073028564453,38.9851188659668,20.032398223876953,46.50143051147461,40.73416519165039,0.4604821503162384,67.51786804199219,19.072628021240234,66.36135864257812,47.8535041809082,53.58326721191406,54.27692794799805,121.16837310791016,14.085332870483398,38.64236831665039,83.47881317138672,88.19120025634766,73.69735717773438,59.71847152709961,27.076038360595703,38.44458770751953,23.37761878967285,56.522823333740234
2015-01-07,23.91043472290039,43.064029693603516,36.466552734375,73.99353790283203,71.11000061035156,14.920999526977539,7.480963706970215,42.176151275634766,148.8800048828125,21.726530075073242,116.48486328125,56.33737564086914,19.71143341064453,68.06767272949219,34.679622650146484,85.10012817382812,25.084487915039062,81.1806411743164,75.41468048095703,27.635602951049805,78.21473693847656,44.37867736816406,30.597585678100586,56.879215240478516,78.9967269897461,71.66630554199219,75.68343353271484,42.12269592285156,39.48043441772461,20.215770721435547,46.74285888671875,41.57557678222656,0.4592822790145874,69.49213409423828,19.333648681640625,66.70944213867188,48.21343231201172,54.20821762084961,54.86582946777344,124.79820251464844,14.063332557678223,39.33641815185547,84.3311767578125,88.67838287353516,74.38318634033203,60.518585205078125,26.90130043029785,38.67335891723633,23.99788475036621,57.09553146362305
2015-01-08,24.829126358032227,43.51441192626953,37.21609878540039,75.1218490600586,72.91999816894531,15.02299976348877,7.8548197746276855,43.22983932495117,151.3699951171875,22.199012756347656,117.48567962646484,57.980098724365234,19.863059997558594,69.6252670288086,35.21535873413086,85.9802017211914,25.17188835144043,82.97675323486328,76.78861999511719,28.149639129638672,78.8297348022461,45.3703727722168,30.967676162719727,58.226646423339844,80.22549438476562,71.93311309814453,77.70099639892578,42.97049331665039,40.64186477661133,20.338638305664062,47.779998779296875,42.535316467285156,0.47655946016311646,70.75508117675781,19.728214263916016,67.47232818603516,48.93921661376953,54.78169250488281,55.80030822753906,126.09522247314453,14.041333198547363,39.97821044921875,88.3565673828125,92.00237274169922,75.72049713134766,61.33029556274414,27.47789192199707,39.52949905395508,24.504383087158203,58.045860290527344
2015-01-09,24.855751037597656,42.32408905029297,36.82502365112305,75.03829956054688,71.83999633789062,14.846500396728516,7.9388275146484375,42.94506072998047,149.47000122070312,22.16358184814453,115.67765808105469,57.55457305908203,20.065229415893555,68.23793029785156,34.978145599365234,86.40189361572266,24.8645076751709,81.55387115478516,75.51387786865234,28.20334815979004,77.75538635253906,44.58150863647461,30.626047134399414,57.4543342590332,79.20309448242188,71.05642700195312,77.26368713378906,42.77220916748047,40.30028533935547,20.159053802490234,47.04142761230469,42.06639099121094,0.4784791171550751,70.27606201171875,19.819263458251953,66.84280395507812,48.80939483642578,54.71553039550781,55.49369430541992,125.5918960571289,13.77733325958252,40.0006103515625,87.529541015625,90.3521499633789,75.16499328613281,60.421173095703125,27.233280181884766,38.88001251220703,24.201019287109375,57.96406555175781
2015-01-12,24.2432918548584,42.31121826171875,37.13461685180664,74.8125991821289,71.12000274658203,14.570500373840332,7.807140350341797,44.269287109375,148.27999877929688,22.116331100463867,115.03196716308594,57.12905502319336,20.25295066833496,66.76862335205078,34.54466247558594,86.59439086914062,24.68276023864746,81.18844604492188,75.14750671386719,28.08059310913086,77.48861694335938,44.198360443115234,30.348472595214844,57.03532028198242,78.19007110595703,70.90399932861328,76.24993133544922,42.59445571899414,39.79641342163086,20.108013153076172,45.547142028808594,42.00942611694336,0.4724801480770111,69.98573303222656,19.892114639282227,66.59835052490234,49.004112243652344,54.090576171875,55.70297622680664,124.3819808959961,13.480667114257812,39.64238739013672,86.54218292236328,89.5584945678711,75.19246673583984,60.302886962890625,27.41965675354004,38.41505813598633,24.382492065429688,56.850067138671875
2015-01-13,24.45854377746582,41.09250259399414,36.536746978759766,75.080078125,70.58999633789062,14.737000465393066,7.763248443603516,44.938541412353516,148.6300048828125,22.3801326751709,113.87776184082031,57.36655044555664,20.289060592651367,65.70921325683594,34.495582580566406,87.26361846923828,24.91813850402832,80.65196228027344,75.68180847167969,28.00386619567871,77.62199401855469,44.20587921142578,30.34135627746582,57.00246810913086,78.36827087402344,70.76673889160156,75.98159790039062,42.519248962402344,39.59147262573242,20.187410354614258,46.255714416503906,41.63692092895508,0.47176024317741394,69.93492126464844,19.69179344177246,66.87982177734375,49.03361511230469,53.64944076538086,55.64942932128906,124.22706604003906,13.616666793823242,39.396121978759766,86.98101806640625,87.87684631347656,75.51476287841797,60.47916030883789,27.47789192199707,38.26744079589844,24.190187454223633,56.64240264892578
2015-01-14,24.365345001220703,41.293479919433594,36.266456604003906,74.20244598388672,69.98999786376953,14.66349983215332,7.824547290802002,44.81752014160156,147.82000732421875,21.978519439697266,112.44110107421875,56.65404510498047,20.159093856811523,65.52001953125,33.9516716003418,86.383544921875,25.12322425842285,79.80442810058594,75.33072662353516,27.888782501220703,77.05886840820312,42.68076705932617,30.291526794433594,57.314666748046875,78.28384399414062,69.7833480834961,75.81262969970703,42.826908111572266,39.24985885620117,20.312171936035156,46.31999969482422,41.067222595214844,0.47367987036705017,70.16717529296875,19.716075897216797,66.65021514892578,49.222434997558594,53.0980224609375,55.250328063964844,122.15569305419922,12.845999717712402,39.33641815185547,87.20043182373047,87.50752258300781,75.00729370117188,59.26854705810547,27.355587005615234,37.824623107910156,23.45886993408203,56.478755950927734
2015-01-15,23.704063415527344,40.76839065551758,35.99618911743164,73.69261169433594,70.29000091552734,14.34749984741211,7.6678924560546875,43.877723693847656,147.5800018310547,22.049392700195312,112.44110107421875,54.53632354736328,19.790857315063477,64.74436950683594,33.54679489135742,86.49356079101562,25.027877807617188,78.53711700439453,74.12466430664062,27.766029357910156,75.94001770019531,41.31340026855469,30.163415908813477,57.29823303222656,77.14891815185547,69.66138458251953,73.5963134765625,42.30730056762695,38.83993148803711,20.234664916992188,46.25143051147461,40.672813415527344,0.4703204929828644,70.16717529296875,19.667510986328125,66.5539321899414,48.868408203125,52.480438232421875,55.250328063964844,120.15200805664062,12.791333198547363,39.09760665893555,88.15404510498047,87.0675048828125,74.9524154663086,58.704994201660156,27.431293487548828,37.43345642089844,23.667436599731445,55.98786544799805
