,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Ann. Return,Volatility,Final Value
Equal Weight,0.971,1.373,0.654,-22.22%,71.72%,0.145,0.152,"$17,172.20"
